v.x,v.y,v.z,n.x,n.y,n.z,c.x,c.y,c.z,t.x,t.y
0.0,0.0,1.0,0.0,2.500002500074311e-07,0.9999999999999688,0.5,0.5,1.0,0.25,0.5000000795775511
0.0,0.05967167092166995,0.9982180581863944,0.0,0.05967197959713303,0.9982180397342854,0.5,0.529835835460835,0.9991090290931972,0.25,0.5190054713738704
-0.05167730841794264,-0.029835922942472837,0.9982180490738722,-0.05167736038867562,-0.029835702947553187,0.9982180529588133,0.4741613457910287,0.4850820385287636,0.9991090245369361,0.2582320405457715,0.49050159123652637
-0.103170443980695,-0.05956551358390725,0.9928785469936954,-0.10317054795286798,-0.059565323612047576,0.9928785475868118,0.4484147780096525,0.47021724320804636,0.9964392734968477,0.2664787370224137,0.4810285387769855
-0.05167730841794264,-0.029835922942472837,0.9982180490738722,-0.05167736038867562,-0.029835702947553187,0.9982180529588133,0.4741613457910287,0.4850820385287636,0.9991090245369361,0.2582320405457715,0.49050159123652637
-0.05186197286754492,0.0299423640240048,0.9982052848021494,-0.0518620242482716,0.02994264368877038,0.998205273743732,0.47406901356622755,0.5149711820120024,0.9991026424010747,0.2582615097723813,0.5095324642740152
0.0,0.11913067895233381,0.9928785833788317,0.0,0.11913104368694716,0.9928785396160291,0.5,0.5595653394761669,0.9964392916894158,0.25,0.5380108628193961
-0.05186197286754492,0.0299423640240048,0.9982052848021494,-0.0518620242482716,0.02994264368877038,0.998205273743732,0.47406901356622755,0.5149711820120024,0.9991026424010747,0.2582615097723813,0.5095324642740152
0.0,0.05967167092166995,0.9982180581863944,0.0,0.05967197959713303,0.9982180397342854,0.5,0.529835835460835,0.9991090290931972,0.25,0.5190054713738704
0.0,0.05967167092166995,0.9982180581863944,0.0,0.05967197959713303,0.9982180397342854,0.5,0.529835835460835,0.9991090290931972,0.25,0.5190054713738704
-0.05186197286754492,0.0299423640240048,0.9982052848021494,-0.0518620242482716,0.02994264368877038,0.998205273743732,0.47406901356622755,0.5149711820120024,0.9991026424010747,0.2582615097723813,0.5095324642740152
-0.05167730841794264,-0.029835922942472837,0.9982180490738722,-0.05167736038867562,-0.029835702947553187,0.9982180529588133,0.4741613457910287,0.4850820385287636,0.9991090245369361,0.2582320405457715,0.49050159123652637
-0.20487144102449376,-0.1182826411562461,0.9716156181606233,-0.20487164613916856,-0.1182825095790681,0.9716155909287917,0.39756427948775314,0.44085867942187695,0.9858078090803116,0.28307439569638365,0.4622611573428662
-0.15429589020704654,-0.08908281858114941,0.9840005232208229,-0.1542960454707138,-0.08908265822246304,0.9840005133922031,0.4228520548964767,0.4554585907094253,0.9920002616104114,0.27475469172945516,0.4716064705661114
-0.155590769467781,-0.029084657343970935,0.9873933335624702,-0.15559092422854384,-0.029084436273226072,0.9873933156875108,0.42220461526610953,0.48545767132801454,0.993696666781235,0.2748746915012183,0.4907408306917512
-0.10465557659866143,0.06042260693271901,0.9926713045405593,-0.10465567890645291,0.06042291600008312,0.9926712749418493,0.4476722117006693,0.5302113034663595,0.9963356522702796,0.26671768329587114,0.5192449339650357
-0.155590769467781,-0.029084657343970935,0.9873933335624702,-0.15559092422854384,-0.029084436273226072,0.9873933156875108,0.42220461526610953,0.48545767132801454,0.993696666781235,0.2748746915012183,0.4907408306917512
-0.10410055237861313,0.00042932011498180177,0.9945666848827717,-0.10410065590248041,0.0004295705421722374,0.994566673938868,0.4479497238106934,0.5002146600574909,0.9972833424413858,0.26659820704646475,0.5001367365545921
-0.103170443980695,-0.05956551358390725,0.9928785469936954,-0.10317054795286798,-0.059565323612047576,0.9928785475868118,0.4484147780096525,0.47021724320804636,0.9964392734968477,0.2664787370224137,0.4810285387769855
-0.10410055237861313,0.00042932011498180177,0.9945666848827717,-0.10410065590248041,0.0004295705421722374,0.994566673938868,0.4479497238106934,0.5002146600574909,0.9972833424413858,0.26659820704646475,0.5001367365545921
-0.15429589020704654,-0.08908281858114941,0.9840005232208229,-0.1542960454707138,-0.08908265822246304,0.9840005133922031,0.4228520548964767,0.4554585907094253,0.9920002616104114,0.27475469172945516,0.4716064705661114
-0.15429589020704654,-0.08908281858114941,0.9840005232208229,-0.1542960454707138,-0.08908265822246304,0.9840005133922031,0.4228520548964767,0.4554585907094253,0.9920002616104114,0.27475469172945516,0.4716064705661114
-0.10410055237861313,0.00042932011498180177,0.9945666848827717,-0.10410065590248041,0.0004295705421722374,0.994566673938868,0.4479497238106934,0.5002146600574909,0.9972833424413858,0.26659820704646475,0.5001367365545921
-0.155590769467781,-0.029084657343970935,0.9873933335624702,-0.15559092422854384,-0.029084436273226072,0.9873933156875108,0.42220461526610953,0.48545767132801454,0.993696666781235,0.2748746915012183,0.4907408306917512
