v.x,v.y,v.z,n.x,n.y,n.z
-0.895919978,0.069845868,0.438690035,-0.895919978,0.069845868,0.438690035
-0.826310724,0.110034563,0.552361278,-0.826310724,0.110034563,0.552361278
-0.777227697,0.052155635,0.627054142,-0.777227697,0.052155635,0.627054142
-0.826310724,0.110034563,0.552361278,-0.826310724,0.110034563,0.552361278
-0.854670796,0.012313321,0.519024289,-0.854670796,0.012313321,0.519024289
-0.915656959,-0.027766091,0.401000472,-0.915656959,-0.027766091,0.401000472
-0.854670796,0.012313321,0.519024289,-0.854670796,0.012313321,0.519024289
-0.895919978,0.069845868,0.438690035,-0.895919978,0.069845868,0.438690035
-0.895919978,0.069845868,0.438690035,-0.895919978,0.069845868,0.438690035
-0.854670796,0.012313321,0.519024289,-0.854670796,0.012313321,0.519024289
-0.826310724,0.110034563,0.552361278,-0.826310724,0.110034563,0.552361278
-0.777227697,0.052155635,0.627054142,-0.777227697,0.052155635,0.627054142
-0.854670796,0.012313321,0.519024289,-0.854670796,0.012313321,0.519024289
-0.802944561,-0.048390536,0.594086179,-0.802944561,-0.048390536,0.594086179
-0.819140287,-0.148362904,0.554073676,-0.819140287,-0.148362904,0.554073676
-0.802944561,-0.048390536,0.594086179,-0.802944561,-0.048390536,0.594086179
-0.872572001,-0.088589735,0.480385222,-0.872572001,-0.088589735,0.480385222
-0.915656959,-0.027766091,0.401000472,-0.915656959,-0.027766091,0.401000472
-0.872572001,-0.088589735,0.480385222,-0.872572001,-0.088589735,0.480385222
-0.854670796,0.012313321,0.519024289,-0.854670796,0.012313321,0.519024289
-0.854670796,0.012313321,0.519024289,-0.854670796,0.012313321,0.519024289
-0.872572001,-0.088589735,0.480385222,-0.872572001,-0.088589735,0.480385222
-0.802944561,-0.048390536,0.594086179,-0.802944561,-0.048390536,0.594086179
-0.707108389,0.408248558,-0.57734811,-0.707108389,0.408248558,-0.57734811
-0.773011809,0.366267356,-0.517977767,-0.773011809,0.366267356,-0.517977767
-0.703703483,0.486313274,-0.517977612,-0.703703483,0.486313274,-0.517977612
-0.693521526,0.559694527,-0.453618706,-0.693521526,0.559694527,-0.453618706
-0.703703483,0.486313274,-0.517977612,-0.703703483,0.486313274,-0.517977612
-0.76985652,0.444476187,-0.457997662,-0.76985652,0.444476187,-0.457997662
-0.831470723,0.320758809,-0.453619028,-0.831470723,0.320758809,-0.453619028
-0.76985652,0.444476187,-0.457997662,-0.76985652,0.444476187,-0.457997662
-0.773011809,0.366267356,-0.517977767,-0.773011809,0.366267356,-0.517977767
-0.773011809,0.366267356,-0.517977767,-0.773011809,0.366267356,-0.517977767
-0.76985652,0.444476187,-0.457997662,-0.76985652,0.444476187,-0.457997662
-0.703703483,0.486313274,-0.517977612,-0.703703483,0.486313274,-0.517977612
-0.653283012,0.689631742,-0.312456984,-0.653283012,0.689631742,-0.312456984
-0.676660575,0.627685613,-0.384891201,-0.676660575,0.627685613,-0.384891201
-0.743176502,0.586779949,-0.321524459,-0.743176502,0.586779949,-0.321524459
-0.819141713,0.47293099,-0.324566068,-0.819141713,0.47293099,-0.324566068
-0.743176502,0.586779949,-0.321524459,-0.743176502,0.586779949,-0.321524459
-0.76013832,0.518911418,-0.391050732,-0.76013832,0.518911418,-0.391050732
-0.693521526,0.559694527,-0.453618706,-0.693521526,0.559694527,-0.453618706
-0.76013832,0.518911418,-0.391050732,-0.76013832,0.518911418,-0.391050732
-0.676660575,0.627685613,-0.384891201,-0.676660575,0.627685613,-0.384891201
-0.676660575,0.627685613,-0.384891201,-0.676660575,0.627685613,-0.384891201
-0.76013832,0.518911418,-0.391050732,-0.76013832,0.518911418,-0.391050732
-0.743176502,0.586779949,-0.321524459,-0.743176502,0.586779949,-0.321524459
-0.923880193,0.220942514,-0.312457669,-0.923880193,0.220942514,-0.312457669
-0.879754939,0.350218571,-0.321524805,-0.879754939,0.350218571,-0.321524805
-0.881922142,0.272161188,-0.384891702,-0.881922142,0.272161188,-0.384891702
-0.831470723,0.320758809,-0.453619028,-0.831470723,0.320758809,-0.453619028
-0.881922142,0.272161188,-0.384891702,-0.881922142,0.272161188,-0.384891702
-0.829460088,0.39884227,-0.391050899,-0.829460088,0.39884227,-0.391050899
-0.819141713,0.47293099,-0.324566068,-0.819141713,0.47293099,-0.324566068
-0.829460088,0.39884227,-0.391050899,-0.829460088,0.39884227,-0.391050899
-0.879754939,0.350218571,-0.321524805,-0.879754939,0.350218571,-0.321524805
-0.879754939,0.350218571,-0.321524805,-0.879754939,0.350218571,-0.321524805
-0.829460088,0.39884227,-0.391050899,-0.829460088,0.39884227,-0.391050899
-0.881922142,0.272161188,-0.384891702,-0.881922142,0.272161188,-0.384891702
-0.831470723,0.320758809,-0.453619028,-0.831470723,0.320758809,-0.453619028
-0.829460088,0.39884227,-0.391050899,-0.829460088,0.39884227,-0.391050899
-0.76985652,0.444476187,-0.457997662,-0.76985652,0.444476187,-0.457997662
-0.693521526,0.559694527,-0.453618706,-0.693521526,0.559694527,-0.453618706
-0.76985652,0.444476187,-0.457997662,-0.76985652,0.444476187,-0.457997662
-0.76013832,0.518911418,-0.391050732,-0.76013832,0.518911418,-0.391050732
-0.819141713,0.47293099,-0.324566068,-0.819141713,0.47293099,-0.324566068
-0.76013832,0.518911418,-0.391050732,-0.76013832,0.518911418,-0.391050732
-0.829460088,0.39884227,-0.391050899,-0.829460088,0.39884227,-0.391050899
-0.829460088,0.39884227,-0.391050899,-0.829460088,0.39884227,-0.391050899
-0.76013832,0.518911418,-0.391050732,-0.76013832,0.518911418,-0.391050732
-0.76985652,0.444476187,-0.457997662,-0.76985652,0.444476187,-0.457997662
-0.500001191,0.866024716,2.90E-06,-0.500001191,0.866024716,2.90E-06
-0.546602231,0.833559571,-0.080027762,-0.546602231,0.833559571,-0.080027762
-0.608762377,0.793352613,2.88E-06,-0.608762377,0.793352613,2.88E-06
-0.707107499,0.707106064,2.81E-06,-0.707107499,0.707106064,2.81E-06
-0.608762377,0.793352613,2.88E-06,-0.608762377,0.793352613,2.88E-06
-0.651358419,0.754528948,-0.080114147,-0.651358419,0.754528948,-0.080114147
-0.587939191,0.793066789,-0.159287712,-0.587939191,0.793066789,-0.159287712
-0.651358419,0.754528948,-0.080114147,-0.651358419,0.754528948,-0.080114147
-0.546602231,0.833559571,-0.080027762,-0.546602231,0.833559571,-0.080027762
-0.546602231,0.833559571,-0.080027762,-0.546602231,0.833559571,-0.080027762
-0.651358419,0.754528948,-0.080114147,-0.651358419,0.754528948,-0.080114147
-0.608762377,0.793352613,2.88E-06,-0.608762377,0.793352613,2.88E-06
-0.866025731,0.499999433,2.53E-06,-0.866025731,0.499999433,2.53E-06
-0.793353848,0.608760767,2.70E-06,-0.793353848,0.608760767,2.70E-06
-0.826311825,0.557448294,-0.080375167,-0.826311825,0.557448294,-0.080375167
-0.777229079,0.608576728,-0.159841563,-0.777229079,0.608576728,-0.159841563
-0.826311825,0.557448294,-0.080375167,-0.826311825,0.557448294,-0.080375167
-0.745923705,0.661170113,-0.080323772,-0.745923705,0.661170113,-0.080323772
-0.707107499,0.707106064,2.81E-06,-0.707107499,0.707106064,2.81E-06
-0.745923705,0.661170113,-0.080323772,-0.745923705,0.661170113,-0.080323772
-0.793353848,0.608760767,2.70E-06,-0.793353848,0.608760767,2.70E-06
-0.793353848,0.608760767,2.70E-06,-0.793353848,0.608760767,2.70E-06
-0.745923705,0.661170113,-0.080323772,-0.745923705,0.661170113,-0.080323772
-0.826311825,0.557448294,-0.080375167,-0.826311825,0.557448294,-0.080375167
-0.653283012,0.689631742,-0.312456984,-0.653283012,0.689631742,-0.312456984
-0.719334001,0.652805032,-0.237495653,-0.719334001,0.652805032,-0.237495653
-0.623613974,0.744936339,-0.237013633,-0.623613974,0.744936339,-0.237013633
-0.587939191,0.793066789,-0.159287712,-0.587939191,0.793066789,-0.159287712
-0.623613974,0.744936339,-0.237013633,-0.623613974,0.744936339,-0.237013633
-0.688624694,0.707023712,-0.160976712,-0.688624694,0.707023712,-0.160976712
-0.777229079,0.608576728,-0.159841563,-0.777229079,0.608576728,-0.159841563
-0.688624694,0.707023712,-0.160976712,-0.688624694,0.707023712,-0.160976712
-0.719334001,0.652805032,-0.237495653,-0.719334001,0.652805032,-0.237495653
-0.719334001,0.652805032,-0.237495653,-0.719334001,0.652805032,-0.237495653
-0.688624694,0.707023712,-0.160976712,-0.688624694,0.707023712,-0.160976712
-0.623613974,0.744936339,-0.237013633,-0.623613974,0.744936339,-0.237013633
-0.587939191,0.793066789,-0.159287712,-0.587939191,0.793066789,-0.159287712
-0.688624694,0.707023712,-0.160976712,-0.688624694,0.707023712,-0.160976712
-0.651358419,0.754528948,-0.080114147,-0.651358419,0.754528948,-0.080114147
-0.707107499,0.707106064,2.81E-06,-0.707107499,0.707106064,2.81E-06
-0.651358419,0.754528948,-0.080114147,-0.651358419,0.754528948,-0.080114147
-0.745923705,0.661170113,-0.080323772,-0.745923705,0.661170113,-0.080323772
-0.777229079,0.608576728,-0.159841563,-0.777229079,0.608576728,-0.159841563
-0.745923705,0.661170113,-0.080323772,-0.745923705,0.661170113,-0.080323772
-0.688624694,0.707023712,-0.160976712,-0.688624694,0.707023712,-0.160976712
-0.688624694,0.707023712,-0.160976712,-0.688624694,0.707023712,-0.160976712
-0.745923705,0.661170113,-0.080323772,-0.745923705,0.661170113,-0.080323772
-0.651358419,0.754528948,-0.080114147,-0.651358419,0.754528948,-0.080114147
-1,6.70E-08,1.49E-06,-1,6.70E-08,1.49E-06
-0.991444876,0.13052608,1.80E-06,-0.991444876,0.13052608,1.80E-06
-0.995184855,0.056590303,-0.080029001,-0.995184855,0.056590303,-0.080029001
-0.980785563,0.112635545,-0.159288771,-0.980785563,0.112635545,-0.159288771
-0.995184855,0.056590303,-0.080029001,-0.995184855,0.056590303,-0.080029001
-0.979120622,0.186827158,-0.080115048,-0.979120622,0.186827158,-0.080115048
-0.965925902,0.258818762,2.08E-06,-0.965925902,0.258818762,2.08E-06
-0.979120622,0.186827158,-0.080115048,-0.979120622,0.186827158,-0.080115048
-0.991444876,0.13052608,1.80E-06,-0.991444876,0.13052608,1.80E-06
-0.991444876,0.13052608,1.80E-06,-0.991444876,0.13052608,1.80E-06
-0.979120622,0.186827158,-0.080115048,-0.979120622,0.186827158,-0.080115048
-0.995184855,0.056590303,-0.080029001,-0.995184855,0.056590303,-0.080029001
-0.923880193,0.220942514,-0.312457669,-0.923880193,0.220942514,-0.312457669
-0.956940797,0.167596048,-0.237014506,-0.956940797,0.167596048,-0.237014506
-0.925013011,0.296557738,-0.237496182,-0.925013011,0.296557738,-0.237496182
-0.915657875,0.368810541,-0.159841923,-0.915657875,0.368810541,-0.159841923
-0.925013011,0.296557738,-0.237496182,-0.925013011,0.296557738,-0.237496182
-0.95661305,0.242853332,-0.160977428,-0.95661305,0.242853332,-0.160977428
-0.980785563,0.112635545,-0.159288771,-0.980785563,0.112635545,-0.159288771
-0.95661305,0.242853332,-0.160977428,-0.95661305,0.242853332,-0.160977428
-0.956940797,0.167596048,-0.237014506,-0.956940797,0.167596048,-0.237014506
-0.956940797,0.167596048,-0.237014506,-0.956940797,0.167596048,-0.237014506
-0.95661305,0.242853332,-0.160977428,-0.95661305,0.242853332,-0.160977428
-0.925013011,0.296557738,-0.237496182,-0.925013011,0.296557738,-0.237496182
-0.866025731,0.499999433,2.53E-06,-0.866025731,0.499999433,2.53E-06
-0.895920855,0.436881707,-0.08037535,-0.895920855,0.436881707,-0.08037535
-0.923879714,0.382682995,2.33E-06,-0.923879714,0.382682995,2.33E-06
-0.965925902,0.258818762,2.08E-06,-0.965925902,0.258818762,2.08E-06
-0.923879714,0.382682995,2.33E-06,-0.923879714,0.382682995,2.33E-06
-0.945552338,0.315402567,-0.080324319,-0.945552338,0.315402567,-0.080324319
-0.915657875,0.368810541,-0.159841923,-0.915657875,0.368810541,-0.159841923
-0.945552338,0.315402567,-0.080324319,-0.945552338,0.315402567,-0.080324319
-0.895920855,0.436881707,-0.08037535,-0.895920855,0.436881707,-0.08037535
-0.895920855,0.436881707,-0.08037535,-0.895920855,0.436881707,-0.08037535
-0.945552338,0.315402567,-0.080324319,-0.945552338,0.315402567,-0.080324319
-0.923879714,0.382682995,2.33E-06,-0.923879714,0.382682995,2.33E-06
-0.965925902,0.258818762,2.08E-06,-0.965925902,0.258818762,2.08E-06
-0.945552338,0.315402567,-0.080324319,-0.945552338,0.315402567,-0.080324319
-0.979120622,0.186827158,-0.080115048,-0.979120622,0.186827158,-0.080115048
-0.980785563,0.112635545,-0.159288771,-0.980785563,0.112635545,-0.159288771
-0.979120622,0.186827158,-0.080115048,-0.979120622,0.186827158,-0.080115048
-0.95661305,0.242853332,-0.160977428,-0.95661305,0.242853332,-0.160977428
-0.915657875,0.368810541,-0.159841923,-0.915657875,0.368810541,-0.159841923
-0.95661305,0.242853332,-0.160977428,-0.95661305,0.242853332,-0.160977428
-0.945552338,0.315402567,-0.080324319,-0.945552338,0.315402567,-0.080324319
-0.945552338,0.315402567,-0.080324319,-0.945552338,0.315402567,-0.080324319
-0.95661305,0.242853332,-0.160977428,-0.95661305,0.242853332,-0.160977428
-0.979120622,0.186827158,-0.080115048,-0.979120622,0.186827158,-0.080115048
-0.923880193,0.220942514,-0.312457669,-0.923880193,0.220942514,-0.312457669
-0.925013011,0.296557738,-0.237496182,-0.925013011,0.296557738,-0.237496182
-0.879754939,0.350218571,-0.321524805,-0.879754939,0.350218571,-0.321524805
-0.819141713,0.47293099,-0.324566068,-0.819141713,0.47293099,-0.324566068
-0.879754939,0.350218571,-0.321524805,-0.879754939,0.350218571,-0.321524805
-0.872573181,0.423380943,-0.24364856,-0.872573181,0.423380943,-0.24364856
-0.915657875,0.368810541,-0.159841923,-0.915657875,0.368810541,-0.159841923
-0.872573181,0.423380943,-0.24364856,-0.872573181,0.423380943,-0.24364856
-0.925013011,0.296557738,-0.237496182,-0.925013011,0.296557738,-0.237496182
-0.925013011,0.296557738,-0.237496182,-0.925013011,0.296557738,-0.237496182
-0.872573181,0.423380943,-0.24364856,-0.872573181,0.423380943,-0.24364856
-0.879754939,0.350218571,-0.321524805,-0.879754939,0.350218571,-0.321524805
-0.653283012,0.689631742,-0.312456984,-0.653283012,0.689631742,-0.312456984
-0.743176502,0.586779949,-0.321524459,-0.743176502,0.586779949,-0.321524459
-0.719334001,0.652805032,-0.237495653,-0.719334001,0.652805032,-0.237495653
-0.777229079,0.608576728,-0.159841563,-0.777229079,0.608576728,-0.159841563
-0.719334001,0.652805032,-0.237495653,-0.719334001,0.652805032,-0.237495653
-0.802945983,0.543979057,-0.243648382,-0.802945983,0.543979057,-0.243648382
-0.819141713,0.47293099,-0.324566068,-0.819141713,0.47293099,-0.324566068
-0.802945983,0.543979057,-0.243648382,-0.802945983,0.543979057,-0.243648382
-0.743176502,0.586779949,-0.321524459,-0.743176502,0.586779949,-0.321524459
-0.743176502,0.586779949,-0.321524459,-0.743176502,0.586779949,-0.321524459
-0.802945983,0.543979057,-0.243648382,-0.802945983,0.543979057,-0.243648382
-0.719334001,0.652805032,-0.237495653,-0.719334001,0.652805032,-0.237495653
-0.866025731,0.499999433,2.53E-06,-0.866025731,0.499999433,2.53E-06
-0.826311825,0.557448294,-0.080375167,-0.826311825,0.557448294,-0.080375167
-0.895920855,0.436881707,-0.08037535,-0.895920855,0.436881707,-0.08037535
-0.915657875,0.368810541,-0.159841923,-0.915657875,0.368810541,-0.159841923
-0.895920855,0.436881707,-0.08037535,-0.895920855,0.436881707,-0.08037535
-0.854671951,0.493444339,-0.161395602,-0.854671951,0.493444339,-0.161395602
-0.777229079,0.608576728,-0.159841563,-0.777229079,0.608576728,-0.159841563
-0.854671951,0.493444339,-0.161395602,-0.854671951,0.493444339,-0.161395602
-0.826311825,0.557448294,-0.080375167,-0.826311825,0.557448294,-0.080375167
-0.826311825,0.557448294,-0.080375167,-0.826311825,0.557448294,-0.080375167
-0.854671951,0.493444339,-0.161395602,-0.854671951,0.493444339,-0.161395602
-0.895920855,0.436881707,-0.08037535,-0.895920855,0.436881707,-0.08037535
-0.915657875,0.368810541,-0.159841923,-0.915657875,0.368810541,-0.159841923
-0.854671951,0.493444339,-0.161395602,-0.854671951,0.493444339,-0.161395602
-0.872573181,0.423380943,-0.24364856,-0.872573181,0.423380943,-0.24364856
-0.819141713,0.47293099,-0.324566068,-0.819141713,0.47293099,-0.324566068
-0.872573181,0.423380943,-0.24364856,-0.872573181,0.423380943,-0.24364856
-0.802945983,0.543979057,-0.243648382,-0.802945983,0.543979057,-0.243648382
-0.777229079,0.608576728,-0.159841563,-0.777229079,0.608576728,-0.159841563
-0.802945983,0.543979057,-0.243648382,-0.802945983,0.543979057,-0.243648382
-0.854671951,0.493444339,-0.161395602,-0.854671951,0.493444339,-0.161395602
-0.854671951,0.493444339,-0.161395602,-0.854671951,0.493444339,-0.161395602
-0.802945983,0.543979057,-0.243648382,-0.802945983,0.543979057,-0.243648382
-0.872573181,0.423380943,-0.24364856,-0.872573181,0.423380943,-0.24364856
-0.500001191,0.866024716,2.90E-06,-0.500001191,0.866024716,2.90E-06
-0.608762377,0.793352613,2.88E-06,-0.608762377,0.793352613,2.88E-06
-0.533403008,0.836861095,0.123063963,-0.533403008,0.836861095,0.123063963
-0.557678181,0.793378592,0.244019376,-0.557678181,0.793378592,0.244019376
-0.533403008,0.836861095,0.123063963,-0.533403008,0.836861095,0.123063963
-0.639573684,0.758761358,0.123396534,-0.639573684,0.758761358,0.123396534
-0.707107499,0.707106064,2.81E-06,-0.707107499,0.707106064,2.81E-06
-0.639573684,0.758761358,0.123396534,-0.639573684,0.758761358,0.123396534
-0.608762377,0.793352613,2.88E-06,-0.608762377,0.793352613,2.88E-06
-0.608762377,0.793352613,2.88E-06,-0.608762377,0.793352613,2.88E-06
-0.639573684,0.758761358,0.123396534,-0.639573684,0.758761358,0.123396534
-0.533403008,0.836861095,0.123063963,-0.533403008,0.836861095,0.123063963
-0.577350443,0.666665197,0.471406387,-0.577350443,0.666665197,0.471406387
-0.572411355,0.736321205,0.360799562,-0.572411355,0.736321205,0.360799562
-0.672763357,0.644868308,0.36267662,-0.672763357,0.644868308,0.36267662
-0.753778536,0.609270663,0.246185251,-0.753778536,0.609270663,0.246185251
-0.672763357,0.644868308,0.36267662,-0.672763357,0.644868308,0.36267662
-0.661740768,0.707755111,0.24734967,-0.661740768,0.707755111,0.24734967
-0.557678181,0.793378592,0.244019376,-0.557678181,0.793378592,0.244019376
-0.661740768,0.707755111,0.24734967,-0.661740768,0.707755111,0.24734967
-0.572411355,0.736321205,0.360799562,-0.572411355,0.736321205,0.360799562
-0.572411355,0.736321205,0.360799562,-0.572411355,0.736321205,0.360799562
-0.661740768,0.707755111,0.24734967,-0.661740768,0.707755111,0.24734967
-0.672763357,0.644868308,0.36267662,-0.672763357,0.644868308,0.36267662
-0.866025731,0.499999433,2.53E-06,-0.866025731,0.499999433,2.53E-06
-0.818662184,0.560634082,0.124425298,-0.818662184,0.560634082,0.124425298
-0.793353848,0.608760767,2.70E-06,-0.793353848,0.608760767,2.70E-06
-0.707107499,0.707106064,2.81E-06,-0.707107499,0.707106064,2.81E-06
-0.793353848,0.608760767,2.70E-06,-0.793353848,0.608760767,2.70E-06
-0.737140487,0.664223326,0.124222687,-0.737140487,0.664223326,0.124222687
-0.753778536,0.609270663,0.246185251,-0.753778536,0.609270663,0.246185251
-0.737140487,0.664223326,0.124222687,-0.737140487,0.664223326,0.124222687
-0.818662184,0.560634082,0.124425298,-0.818662184,0.560634082,0.124425298
-0.818662184,0.560634082,0.124425298,-0.818662184,0.560634082,0.124425298
-0.737140487,0.664223326,0.124222687,-0.737140487,0.664223326,0.124222687
-0.793353848,0.608760767,2.70E-06,-0.793353848,0.608760767,2.70E-06
-0.707107499,0.707106064,2.81E-06,-0.707107499,0.707106064,2.81E-06
-0.737140487,0.664223326,0.124222687,-0.737140487,0.664223326,0.124222687
-0.639573684,0.758761358,0.123396534,-0.639573684,0.758761358,0.123396534
-0.557678181,0.793378592,0.244019376,-0.557678181,0.793378592,0.244019376
-0.639573684,0.758761358,0.123396534,-0.639573684,0.758761358,0.123396534
-0.661740768,0.707755111,0.24734967,-0.661740768,0.707755111,0.24734967
-0.753778536,0.609270663,0.246185251,-0.753778536,0.609270663,0.246185251
-0.661740768,0.707755111,0.24734967,-0.661740768,0.707755111,0.24734967
-0.737140487,0.664223326,0.124222687,-0.737140487,0.664223326,0.124222687
-0.737140487,0.664223326,0.124222687,-0.737140487,0.664223326,0.124222687
-0.661740768,0.707755111,0.24734967,-0.661740768,0.707755111,0.24734967
-0.639573684,0.758761358,0.123396534,-0.639573684,0.758761358,0.123396534
-0.499999583,0.288673824,0.8164973,-0.499999583,0.288673824,0.8164973
-0.533401778,0.394975881,0.747981683,-0.533401778,0.394975881,0.747981683
-0.608760953,0.264449899,0.747981519,-0.608760953,0.264449899,0.747981519
-0.707106274,0.235701172,0.66666759,-0.707106274,0.235701172,0.66666759
-0.608760953,0.264449899,0.747981519,-0.608760953,0.264449899,0.747981519
-0.639572639,0.369256332,0.674237793,-0.639572639,0.369256332,0.674237793
-0.557677349,0.494519812,0.666667931,-0.557677349,0.494519812,0.666667931
-0.639572639,0.369256332,0.674237793,-0.639572639,0.369256332,0.674237793
-0.533401778,0.394975881,0.747981683,-0.533401778,0.394975881,0.747981683
-0.533401778,0.394975881,0.747981683,-0.533401778,0.394975881,0.747981683
-0.639572639,0.369256332,0.674237793,-0.639572639,0.369256332,0.674237793
-0.608760953,0.264449899,0.747981519,-0.608760953,0.264449899,0.747981519
-0.866024927,0.166665903,0.471405667,-0.866024927,0.166665903,0.471405667
-0.793352832,0.202919539,0.573946814,-0.793352832,0.202919539,0.573946814
-0.818661546,0.304184311,0.487098735,-0.818661546,0.304184311,0.487098735
-0.753778092,0.435192909,0.492367464,-0.753778092,0.435192909,0.492367464
-0.818661546,0.304184311,0.487098735,-0.818661546,0.304184311,0.487098735
-0.737139645,0.338522772,0.584831153,-0.737139645,0.338522772,0.584831153
-0.707106274,0.235701172,0.66666759,-0.707106274,0.235701172,0.66666759
-0.737139645,0.338522772,0.584831153,-0.737139645,0.338522772,0.584831153
-0.793352832,0.202919539,0.573946814,-0.793352832,0.202919539,0.573946814
-0.793352832,0.202919539,0.573946814,-0.793352832,0.202919539,0.573946814
-0.737139645,0.338522772,0.584831153,-0.737139645,0.338522772,0.584831153
-0.818661546,0.304184311,0.487098735,-0.818661546,0.304184311,0.487098735
-0.577350443,0.666665197,0.471406387,-0.577350443,0.666665197,0.471406387
-0.672763127,0.556887998,0.487099099,-0.672763127,0.556887998,0.487099099
-0.572410935,0.585602399,0.573947343,-0.572410935,0.585602399,0.573947343
-0.557677349,0.494519812,0.666667931,-0.557677349,0.494519812,0.666667931
-0.572410935,0.585602399,0.573947343,-0.572410935,0.585602399,0.573947343
-0.661740129,0.469118658,0.584831332,-0.661740129,0.469118658,0.584831332
-0.753778092,0.435192909,0.492367464,-0.753778092,0.435192909,0.492367464
-0.661740129,0.469118658,0.584831332,-0.661740129,0.469118658,0.584831332
-0.672763127,0.556887998,0.487099099,-0.672763127,0.556887998,0.487099099
-0.672763127,0.556887998,0.487099099,-0.672763127,0.556887998,0.487099099
-0.661740129,0.469118658,0.584831332,-0.661740129,0.469118658,0.584831332
-0.572410935,0.585602399,0.573947343,-0.572410935,0.585602399,0.573947343
-0.557677349,0.494519812,0.666667931,-0.557677349,0.494519812,0.666667931
-0.661740129,0.469118658,0.584831332,-0.661740129,0.469118658,0.584831332
-0.639572639,0.369256332,0.674237793,-0.639572639,0.369256332,0.674237793
-0.707106274,0.235701172,0.66666759,-0.707106274,0.235701172,0.66666759
-0.639572639,0.369256332,0.674237793,-0.639572639,0.369256332,0.674237793
-0.737139645,0.338522772,0.584831153,-0.737139645,0.338522772,0.584831153
-0.753778092,0.435192909,0.492367464,-0.753778092,0.435192909,0.492367464
-0.737139645,0.338522772,0.584831153,-0.737139645,0.338522772,0.584831153
-0.661740129,0.469118658,0.584831332,-0.661740129,0.469118658,0.584831332
-0.661740129,0.469118658,0.584831332,-0.661740129,0.469118658,0.584831332
-0.737139645,0.338522772,0.584831153,-0.737139645,0.338522772,0.584831153
-0.639572639,0.369256332,0.674237793,-0.639572639,0.369256332,0.674237793
-1,6.70E-08,1.49E-06,-1,6.70E-08,1.49E-06
-0.991444691,0.043508579,0.123062703,-0.991444691,0.043508579,0.123062703
-0.991444876,0.13052608,1.80E-06,-0.991444876,0.13052608,1.80E-06
-0.965925902,0.258818762,2.08E-06,-0.965925902,0.258818762,2.08E-06
-0.991444876,0.13052608,1.80E-06,-0.991444876,0.13052608,1.80E-06
-0.976893822,0.174504966,0.123395612,-0.976893822,0.174504966,0.123395612
-0.965925518,0.086272649,0.244018284,-0.965925518,0.086272649,0.244018284
-0.976893822,0.174504966,0.123395612,-0.976893822,0.174504966,0.123395612
-0.991444691,0.043508579,0.123062703,-0.991444691,0.043508579,0.123062703
-0.991444691,0.043508579,0.123062703,-0.991444691,0.043508579,0.123062703
-0.976893822,0.174504966,0.123395612,-0.976893822,0.174504966,0.123395612
-0.991444876,0.13052608,1.80E-06,-0.991444876,0.13052608,1.80E-06
-0.866025731,0.499999433,2.53E-06,-0.866025731,0.499999433,2.53E-06
-0.923879714,0.382682995,2.33E-06,-0.923879714,0.382682995,2.33E-06
-0.894855109,0.428663887,0.124425101,-0.894855109,0.428663887,0.124425101
-0.90453381,0.348154561,0.246184864,-0.90453381,0.348154561,0.246184864
-0.894855109,0.428663887,0.124425101,-0.894855109,0.428663887,0.124425101
-0.943805038,0.30626935,0.124222125,-0.943805038,0.30626935,0.124222125
-0.965925902,0.258818762,2.08E-06,-0.965925902,0.258818762,2.08E-06
-0.943805038,0.30626935,0.124222125,-0.943805038,0.30626935,0.124222125
-0.923879714,0.382682995,2.33E-06,-0.923879714,0.382682995,2.33E-06
-0.923879714,0.382682995,2.33E-06,-0.923879714,0.382682995,2.33E-06
-0.943805038,0.30626935,0.124222125,-0.943805038,0.30626935,0.124222125
-0.894855109,0.428663887,0.124425101,-0.894855109,0.428663887,0.124425101
-0.866024927,0.166665903,0.471405667,-0.866024927,0.166665903,0.471405667
-0.894854703,0.260194426,0.362676057,-0.894854703,0.260194426,0.362676057
-0.923879122,0.127560572,0.360798652,-0.923879122,0.127560572,0.360798652
-0.965925518,0.086272649,0.244018284,-0.965925518,0.086272649,0.244018284
-0.923879122,0.127560572,0.360798652,-0.923879122,0.127560572,0.360798652
-0.943804836,0.219205249,0.247348924,-0.943804836,0.219205249,0.247348924
-0.90453381,0.348154561,0.246184864,-0.90453381,0.348154561,0.246184864
-0.943804836,0.219205249,0.247348924,-0.943804836,0.219205249,0.247348924
-0.894854703,0.260194426,0.362676057,-0.894854703,0.260194426,0.362676057
-0.894854703,0.260194426,0.362676057,-0.894854703,0.260194426,0.362676057
-0.943804836,0.219205249,0.247348924,-0.943804836,0.219205249,0.247348924
-0.923879122,0.127560572,0.360798652,-0.923879122,0.127560572,0.360798652
-0.965925518,0.086272649,0.244018284,-0.965925518,0.086272649,0.244018284
-0.943804836,0.219205249,0.247348924,-0.943804836,0.219205249,0.247348924
-0.976893822,0.174504966,0.123395612,-0.976893822,0.174504966,0.123395612
-0.965925902,0.258818762,2.08E-06,-0.965925902,0.258818762,2.08E-06
-0.976893822,0.174504966,0.123395612,-0.976893822,0.174504966,0.123395612
-0.943805038,0.30626935,0.124222125,-0.943805038,0.30626935,0.124222125
-0.90453381,0.348154561,0.246184864,-0.90453381,0.348154561,0.246184864
-0.943805038,0.30626935,0.124222125,-0.943805038,0.30626935,0.124222125
-0.943804836,0.219205249,0.247348924,-0.943804836,0.219205249,0.247348924
