v.x,v.y,v.z,n.x,n.y,n.z
0,0.967096129,0.254411237,0,0.967096129,0.254411237
0,0.950191656,0.311666194,0,0.950191656,0.311666194
0.066306267,0.968570128,0.239740248,0.066306267,0.968570128,0.239740248
0.132306602,0.96557521,0.223963113,0.132306602,0.96557521,0.223963113
0.066306267,0.968570128,0.239740248,0.066306267,0.968570128,0.239740248
0.066482118,0.95244877,0.297357475,0.066482118,0.95244877,0.297357475
0.066482118,0.95244877,0.297357475,0.066482118,0.95244877,0.297357475
0.066306267,0.968570128,0.239740248,0.066306267,0.968570128,0.239740248
0,0.950191656,0.311666194,0,0.950191656,0.311666194
0,0.967096129,0.254411237,0,0.967096129,0.254411237
0.066306267,0.968570128,0.239740248,0.066306267,0.968570128,0.239740248
0.065770115,0.981327532,0.180750013,0.065770115,0.981327532,0.180750013
0.130885541,0.985790588,0.105289565,0.130885541,0.985790588,0.105289565
0.065770115,0.981327532,0.180750013,0.065770115,0.981327532,0.180750013
0.131835142,0.977455422,0.164925416,0.131835142,0.977455422,0.164925416
0.132306602,0.96557521,0.223963113,0.132306602,0.96557521,0.223963113
0.131835142,0.977455422,0.164925416,0.131835142,0.977455422,0.164925416
0.066306267,0.968570128,0.239740248,0.066306267,0.968570128,0.239740248
0.066306267,0.968570128,0.239740248,0.066306267,0.968570128,0.239740248
0.131835142,0.977455422,0.164925416,0.131835142,0.977455422,0.164925416
0.065770115,0.981327532,0.180750013,0.065770115,0.981327532,0.180750013
0.500001191,0.866024716,2.90E-06,0.500001191,0.866024716,2.90E-06
0.44259773,0.896539081,0.018025707,0.44259773,0.896539081,0.018025707
0.448584865,0.890149568,0.080033533,0.448584865,0.890149568,0.080033533
0.39284842,0.90570179,0.159293399,0.39284842,0.90570179,0.159293399
0.448584865,0.890149568,0.080033533,0.448584865,0.890149568,0.080033533
0.388773102,0.916125836,0.097820892,0.388773102,0.916125836,0.097820892
0.38317996,0.922973201,0.035966478,0.38317996,0.922973201,0.035966478
0.388773102,0.916125836,0.097820892,0.388773102,0.916125836,0.097820892
0.44259773,0.896539081,0.018025707,0.44259773,0.896539081,0.018025707
0.44259773,0.896539081,0.018025707,0.44259773,0.896539081,0.018025707
0.388773102,0.916125836,0.097820892,0.388773102,0.916125836,0.097820892
0.448584865,0.890149568,0.080033533,0.448584865,0.890149568,0.080033533
0.270598701,0.910573242,0.312462341,0.270598701,0.910573242,0.312462341
0.333328629,0.912531606,0.237019182,0.333328629,0.912531606,0.237019182
0.269336201,0.929112669,0.253392301,0.269336201,0.929112669,0.253392301
0.267040912,0.944089346,0.19335061,0.267040912,0.944089346,0.19335061
0.269336201,0.929112669,0.253392301,0.269336201,0.929112669,0.253392301
0.330708701,0.927037299,0.176730304,0.330708701,0.927037299,0.176730304
0.39284842,0.90570179,0.159293399,0.39284842,0.90570179,0.159293399
0.330708701,0.927037299,0.176730304,0.330708701,0.927037299,0.176730304
0.333328629,0.912531606,0.237019182,0.333328629,0.912531606,0.237019182
0.333328629,0.912531606,0.237019182,0.333328629,0.912531606,0.237019182
0.330708701,0.927037299,0.176730304,0.330708701,0.927037299,0.176730304
0.269336201,0.929112669,0.253392301,0.269336201,0.929112669,0.253392301
0.259391096,0.963138611,0.071276053,0.259391096,0.963138611,0.071276053
0.263721634,0.955445842,0.132567502,0.263721634,0.955445842,0.132567502
0.322018298,0.945206774,0.053743562,0.322018298,0.945206774,0.053743562
0.38317996,0.922973201,0.035966478,0.38317996,0.922973201,0.035966478
0.322018298,0.945206774,0.053743562,0.322018298,0.945206774,0.053743562
0.326694825,0.938080733,0.11521732,0.326694825,0.938080733,0.11521732
0.267040912,0.944089346,0.19335061,0.267040912,0.944089346,0.19335061
0.326694825,0.938080733,0.11521732,0.326694825,0.938080733,0.11521732
0.263721634,0.955445842,0.132567502,0.263721634,0.955445842,0.132567502
0.263721634,0.955445842,0.132567502,0.263721634,0.955445842,0.132567502
0.326694825,0.938080733,0.11521732,0.326694825,0.938080733,0.11521732
0.322018298,0.945206774,0.053743562,0.322018298,0.945206774,0.053743562
0.38317996,0.922973201,0.035966478,0.38317996,0.922973201,0.035966478
0.326694825,0.938080733,0.11521732,0.326694825,0.938080733,0.11521732
0.388773102,0.916125836,0.097820892,0.388773102,0.916125836,0.097820892
0.39284842,0.90570179,0.159293399,0.39284842,0.90570179,0.159293399
0.388773102,0.916125836,0.097820892,0.388773102,0.916125836,0.097820892
0.330708701,0.927037299,0.176730304,0.330708701,0.927037299,0.176730304
0.267040912,0.944089346,0.19335061,0.267040912,0.944089346,0.19335061
0.330708701,0.927037299,0.176730304,0.330708701,0.927037299,0.176730304
0.326694825,0.938080733,0.11521732,0.326694825,0.938080733,0.11521732
0.326694825,0.938080733,0.11521732,0.326694825,0.938080733,0.11521732
0.330708701,0.927037299,0.176730304,0.330708701,0.927037299,0.176730304
0.388773102,0.916125836,0.097820892,0.388773102,0.916125836,0.097820892
0.270598701,0.910573242,0.312462341,0.270598701,0.910573242,0.312462341
0.269336201,0.929112669,0.253392301,0.269336201,0.929112669,0.253392301
0.204098659,0.92210105,0.328745176,0.204098659,0.92210105,0.328745176
0.136614806,0.929184076,0.343443368,0.136614806,0.929184076,0.343443368
0.204098659,0.92210105,0.328745176,0.204098659,0.92210105,0.328745176
0.202838508,0.941326905,0.269740983,0.202838508,0.941326905,0.269740983
0.267040912,0.944089346,0.19335061,0.267040912,0.944089346,0.19335061
0.202838508,0.941326905,0.269740983,0.202838508,0.941326905,0.269740983
0.269336201,0.929112669,0.253392301,0.269336201,0.929112669,0.253392301
0.269336201,0.929112669,0.253392301,0.269336201,0.929112669,0.253392301
0.202838508,0.941326905,0.269740983,0.202838508,0.941326905,0.269740983
0.204098659,0.92210105,0.328745176,0.204098659,0.92210105,0.328745176
0,0.929900804,0.367810407,0,0.929900804,0.367810407
0.068472431,0.931788178,0.356486068,0.068472431,0.931788178,0.356486068
0.066482118,0.95244877,0.297357475,0.066482118,0.95244877,0.297357475
0.132306602,0.96557521,0.223963113,0.132306602,0.96557521,0.223963113
0.066482118,0.95244877,0.297357475,0.066482118,0.95244877,0.297357475
0.134723983,0.949234648,0.284258742,0.134723983,0.949234648,0.284258742
0.136614806,0.929184076,0.343443368,0.136614806,0.929184076,0.343443368
0.134723983,0.949234648,0.284258742,0.134723983,0.949234648,0.284258742
0.068472431,0.931788178,0.356486068,0.068472431,0.931788178,0.356486068
0.068472431,0.931788178,0.356486068,0.068472431,0.931788178,0.356486068
0.134723983,0.949234648,0.284258742,0.134723983,0.949234648,0.284258742
0.066482118,0.95244877,0.297357475,0.066482118,0.95244877,0.297357475
0.259391096,0.963138611,0.071276053,0.259391096,0.963138611,0.071276053
0.196822323,0.969150279,0.148353331,0.196822323,0.969150279,0.148353331
0.263721634,0.955445842,0.132567502,0.263721634,0.955445842,0.132567502
0.267040912,0.944089346,0.19335061,0.267040912,0.944089346,0.19335061
0.263721634,0.955445842,0.132567502,0.263721634,0.955445842,0.132567502
0.200163558,0.957174491,0.209168699,0.200163558,0.957174491,0.209168699
0.132306602,0.96557521,0.223963113,0.132306602,0.96557521,0.223963113
0.200163558,0.957174491,0.209168699,0.200163558,0.957174491,0.209168699
0.196822323,0.969150279,0.148353331,0.196822323,0.969150279,0.148353331
0.196822323,0.969150279,0.148353331,0.196822323,0.969150279,0.148353331
0.200163558,0.957174491,0.209168699,0.200163558,0.957174491,0.209168699
0.263721634,0.955445842,0.132567502,0.263721634,0.955445842,0.132567502
0.267040912,0.944089346,0.19335061,0.267040912,0.944089346,0.19335061
0.200163558,0.957174491,0.209168699,0.200163558,0.957174491,0.209168699
0.202838508,0.941326905,0.269740983,0.202838508,0.941326905,0.269740983
0.136614806,0.929184076,0.343443368,0.136614806,0.929184076,0.343443368
0.202838508,0.941326905,0.269740983,0.202838508,0.941326905,0.269740983
0.134723983,0.949234648,0.284258742,0.134723983,0.949234648,0.284258742
0.132306602,0.96557521,0.223963113,0.132306602,0.96557521,0.223963113
0.134723983,0.949234648,0.284258742,0.134723983,0.949234648,0.284258742
0.200163558,0.957174491,0.209168699,0.200163558,0.957174491,0.209168699
0.200163558,0.957174491,0.209168699,0.200163558,0.957174491,0.209168699
0.134723983,0.949234648,0.284258742,0.134723983,0.949234648,0.284258742
0.202838508,0.941326905,0.269740983,0.202838508,0.941326905,0.269740983
0,0.990517236,0.137388522,0,0.990517236,0.137388522
0.065592028,0.990407636,0.121615787,0.065592028,0.990407636,0.121615787
0.055697282,0.997102616,0.051809132,0.055697282,0.997102616,0.051809132
0.110811448,0.993248944,-0.034312669,0.110811448,0.993248944,-0.034312669
0.055697282,0.997102616,0.051809132,0.055697282,0.997102616,0.051809132
0.121150952,0.991996323,0.035577268,0.121150952,0.991996323,0.035577268
0.130885541,0.985790588,0.105289565,0.130885541,0.985790588,0.105289565
0.121150952,0.991996323,0.035577268,0.121150952,0.991996323,0.035577268
0.065592028,0.990407636,0.121615787,0.065592028,0.990407636,0.121615787
0.065592028,0.990407636,0.121615787,0.065592028,0.990407636,0.121615787
0.121150952,0.991996323,0.035577268,0.121150952,0.991996323,0.035577268
0.055697282,0.997102616,0.051809132,0.055697282,0.997102616,0.051809132
0.21699453,0.954494691,-0.204580691,0.21699453,0.954494691,-0.204580691
0.164765485,0.978996564,-0.120075237,0.164765485,0.978996564,-0.120075237
0.22933387,0.963760175,-0.136280229,0.22933387,0.963760175,-0.136280229
0.240548773,0.968300284,-0.067311575,0.240548773,0.968300284,-0.067311575
0.22933387,0.963760175,-0.136280229,0.22933387,0.963760175,-0.136280229
0.176088739,0.983055878,-0.05093031,0.176088739,0.983055878,-0.05093031
0.110811448,0.993248944,-0.034312669,0.110811448,0.993248944,-0.034312669
0.176088739,0.983055878,-0.05093031,0.176088739,0.983055878,-0.05093031
0.164765485,0.978996564,-0.120075237,0.164765485,0.978996564,-0.120075237
0.164765485,0.978996564,-0.120075237,0.164765485,0.978996564,-0.120075237
0.176088739,0.983055878,-0.05093031,0.176088739,0.983055878,-0.05093031
0.22933387,0.963760175,-0.136280229,0.22933387,0.963760175,-0.136280229
0.259391096,0.963138611,0.071276053,0.259391096,0.963138611,0.071276053
0.25058425,0.968092757,0.00198711,0.25058425,0.968092757,0.00198711
0.195583379,0.976687102,0.08848416,0.195583379,0.976687102,0.08848416
0.130885541,0.985790588,0.105289565,0.130885541,0.985790588,0.105289565
0.195583379,0.976687102,0.08848416,0.195583379,0.976687102,0.08848416
0.186702821,0.982230949,0.019089776,0.186702821,0.982230949,0.019089776
0.240548773,0.968300284,-0.067311575,0.240548773,0.968300284,-0.067311575
0.186702821,0.982230949,0.019089776,0.186702821,0.982230949,0.019089776
0.25058425,0.968092757,0.00198711,0.25058425,0.968092757,0.00198711
0.25058425,0.968092757,0.00198711,0.25058425,0.968092757,0.00198711
0.186702821,0.982230949,0.019089776,0.186702821,0.982230949,0.019089776
0.195583379,0.976687102,0.08848416,0.195583379,0.976687102,0.08848416
0.130885541,0.985790588,0.105289565,0.130885541,0.985790588,0.105289565
0.186702821,0.982230949,0.019089776,0.186702821,0.982230949,0.019089776
0.121150952,0.991996323,0.035577268,0.121150952,0.991996323,0.035577268
0.110811448,0.993248944,-0.034312669,0.110811448,0.993248944,-0.034312669
0.121150952,0.991996323,0.035577268,0.121150952,0.991996323,0.035577268
0.176088739,0.983055878,-0.05093031,0.176088739,0.983055878,-0.05093031
0.240548773,0.968300284,-0.067311575,0.240548773,0.968300284,-0.067311575
0.176088739,0.983055878,-0.05093031,0.176088739,0.983055878,-0.05093031
0.186702821,0.982230949,0.019089776,0.186702821,0.982230949,0.019089776
0.186702821,0.982230949,0.019089776,0.186702821,0.982230949,0.019089776
0.176088739,0.983055878,-0.05093031,0.176088739,0.983055878,-0.05093031
0.121150952,0.991996323,0.035577268,0.121150952,0.991996323,0.035577268
0.398113963,0.760668219,-0.512727153,0.398113963,0.760668219,-0.512727153
0.357988038,0.822576627,-0.441828312,0.357988038,0.822576627,-0.441828312
0.417999828,0.786946752,-0.453862262,0.417999828,0.786946752,-0.453862262
0.43598334,0.809643825,-0.392931806,0.43598334,0.809643825,-0.392931806
0.417999828,0.786946752,-0.453862262,0.417999828,0.786946752,-0.453862262
0.37598744,0.844867748,-0.380567909,0.37598744,0.844867748,-0.380567909
0.314114198,0.875873163,-0.3663038,0.314114198,0.875873163,-0.3663038
0.37598744,0.844867748,-0.380567909,0.37598744,0.844867748,-0.380567909
0.357988038,0.822576627,-0.441828312,0.357988038,0.822576627,-0.441828312
0.357988038,0.822576627,-0.441828312,0.357988038,0.822576627,-0.441828312
0.37598744,0.844867748,-0.380567909,0.37598744,0.844867748,-0.380567909
0.417999828,0.786946752,-0.453862262,0.417999828,0.786946752,-0.453862262
0.465924959,0.843897172,-0.265991533,0.465924959,0.843897172,-0.265991533
0.451982655,0.828656141,-0.330213083,0.451982655,0.828656141,-0.330213083
0.406377295,0.878146346,-0.252421254,0.406377295,0.878146346,-0.252421254
0.344837129,0.908089896,-0.237613332,0.344837129,0.908089896,-0.237613332
0.406377295,0.878146346,-0.252421254,0.406377295,0.878146346,-0.252421254
0.392482275,0.86342516,-0.316945828,0.392482275,0.86342516,-0.316945828
0.43598334,0.809643825,-0.392931806,0.43598334,0.809643825,-0.392931806
0.392482275,0.86342516,-0.316945828,0.392482275,0.86342516,-0.316945828
0.451982655,0.828656141,-0.330213083,0.451982655,0.828656141,-0.330213083
0.451982655,0.828656141,-0.330213083,0.451982655,0.828656141,-0.330213083
0.392482275,0.86342516,-0.316945828,0.392482275,0.86342516,-0.316945828
0.406377295,0.878146346,-0.252421254,0.406377295,0.878146346,-0.252421254
0.21699453,0.954494691,-0.204580691,0.21699453,0.954494691,-0.204580691
0.281606199,0.933581006,-0.221640372,0.281606199,0.933581006,-0.221640372
0.266951774,0.919999844,-0.286944311,0.266951774,0.919999844,-0.286944311
0.314114198,0.875873163,-0.3663038,0.314114198,0.875873163,-0.3663038
0.266951774,0.919999844,-0.286944311,0.266951774,0.919999844,-0.286944311
0.330242014,0.894056253,-0.302660913,0.330242014,0.894056253,-0.302660913
0.344837129,0.908089896,-0.237613332,0.344837129,0.908089896,-0.237613332
0.330242014,0.894056253,-0.302660913,0.330242014,0.894056253,-0.302660913
0.281606199,0.933581006,-0.221640372,0.281606199,0.933581006,-0.221640372
0.281606199,0.933581006,-0.221640372,0.281606199,0.933581006,-0.221640372
0.330242014,0.894056253,-0.302660913,0.330242014,0.894056253,-0.302660913
0.266951774,0.919999844,-0.286944311,0.266951774,0.919999844,-0.286944311
0.314114198,0.875873163,-0.3663038,0.314114198,0.875873163,-0.3663038
0.330242014,0.894056253,-0.302660913,0.330242014,0.894056253,-0.302660913
0.37598744,0.844867748,-0.380567909,0.37598744,0.844867748,-0.380567909
0.43598334,0.809643825,-0.392931806,0.43598334,0.809643825,-0.392931806
0.37598744,0.844867748,-0.380567909,0.37598744,0.844867748,-0.380567909
0.392482275,0.86342516,-0.316945828,0.392482275,0.86342516,-0.316945828
0.344837129,0.908089896,-0.237613332,0.344837129,0.908089896,-0.237613332
0.392482275,0.86342516,-0.316945828,0.392482275,0.86342516,-0.316945828
0.330242014,0.894056253,-0.302660913,0.330242014,0.894056253,-0.302660913
0.330242014,0.894056253,-0.302660913,0.330242014,0.894056253,-0.302660913
0.392482275,0.86342516,-0.316945828,0.392482275,0.86342516,-0.316945828
0.37598744,0.844867748,-0.380567909,0.37598744,0.844867748,-0.380567909
0.500001191,0.866024716,2.90E-06,0.500001191,0.866024716,2.90E-06
0.494823775,0.866386562,-0.067258886,0.494823775,0.866386562,-0.067258886
0.44259773,0.896539081,0.018025707,0.44259773,0.896539081,0.018025707
0.38317996,0.922973201,0.035966478,0.38317996,0.922973201,0.035966478
0.44259773,0.896539081,0.018025707,0.44259773,0.896539081,0.018025707
0.437670336,0.897777817,-0.049392997,0.437670336,0.897777817,-0.049392997
0.487394373,0.862805409,-0.134214571,0.487394373,0.862805409,-0.134214571
0.437670336,0.897777817,-0.049392997,0.437670336,0.897777817,-0.049392997
0.494823775,0.866386562,-0.067258886,0.494823775,0.866386562,-0.067258886
0.494823775,0.866386562,-0.067258886,0.494823775,0.866386562,-0.067258886
0.437670336,0.897777817,-0.049392997,0.437670336,0.897777817,-0.049392997
0.44259773,0.896539081,0.018025707,0.44259773,0.896539081,0.018025707
0.259391096,0.963138611,0.071276053,0.259391096,0.963138611,0.071276053
0.322018298,0.945206774,0.053743562,0.322018298,0.945206774,0.053743562
0.316732093,0.948408888,-0.014190203,0.316732093,0.948408888,-0.014190203
0.370649395,0.923427401,-0.099503071,0.370649395,0.923427401,-0.099503071
0.316732093,0.948408888,-0.014190203,0.316732093,0.948408888,-0.014190203
0.377789765,0.925343707,-0.031842053,0.377789765,0.925343707,-0.031842053
0.38317996,0.922973201,0.035966478,0.38317996,0.922973201,0.035966478
0.377789765,0.925343707,-0.031842053,0.377789765,0.925343707,-0.031842053
0.322018298,0.945206774,0.053743562,0.322018298,0.945206774,0.053743562
0.322018298,0.945206774,0.053743562,0.322018298,0.945206774,0.053743562
0.377789765,0.925343707,-0.031842053,0.377789765,0.925343707,-0.031842053
0.316732093,0.948408888,-0.014190203,0.316732093,0.948408888,-0.014190203
0.465924959,0.843897172,-0.265991533,0.465924959,0.843897172,-0.265991533
0.420560186,0.888464185,-0.183740367,0.420560186,0.888464185,-0.183740367
0.477746799,0.855297556,-0.200559433,0.477746799,0.855297556,-0.200559433
0.487394373,0.862805409,-0.134214571,0.487394373,0.862805409,-0.134214571
0.477746799,0.855297556,-0.200559433,0.477746799,0.855297556,-0.200559433
0.430017954,0.895189974,-0.117130135,0.430017954,0.895189974,-0.117130135
0.370649395,0.923427401,-0.099503071,0.370649395,0.923427401,-0.099503071
0.430017954,0.895189974,-0.117130135,0.430017954,0.895189974,-0.117130135
0.420560186,0.888464185,-0.183740367,0.420560186,0.888464185,-0.183740367
0.420560186,0.888464185,-0.183740367,0.420560186,0.888464185,-0.183740367
0.430017954,0.895189974,-0.117130135,0.430017954,0.895189974,-0.117130135
0.477746799,0.855297556,-0.200559433,0.477746799,0.855297556,-0.200559433
0.487394373,0.862805409,-0.134214571,0.487394373,0.862805409,-0.134214571
0.430017954,0.895189974,-0.117130135,0.430017954,0.895189974,-0.117130135
0.437670336,0.897777817,-0.049392997,0.437670336,0.897777817,-0.049392997
0.38317996,0.922973201,0.035966478,0.38317996,0.922973201,0.035966478
0.437670336,0.897777817,-0.049392997,0.437670336,0.897777817,-0.049392997
0.377789765,0.925343707,-0.031842053,0.377789765,0.925343707,-0.031842053
0.370649395,0.923427401,-0.099503071,0.370649395,0.923427401,-0.099503071
0.377789765,0.925343707,-0.031842053,0.377789765,0.925343707,-0.031842053
0.430017954,0.895189974,-0.117130135,0.430017954,0.895189974,-0.117130135
0.430017954,0.895189974,-0.117130135,0.430017954,0.895189974,-0.117130135
0.377789765,0.925343707,-0.031842053,0.377789765,0.925343707,-0.031842053
0.437670336,0.897777817,-0.049392997,0.437670336,0.897777817,-0.049392997
0.259391096,0.963138611,0.071276053,0.259391096,0.963138611,0.071276053
0.316732093,0.948408888,-0.014190203,0.316732093,0.948408888,-0.014190203
0.25058425,0.968092757,0.00198711,0.25058425,0.968092757,0.00198711
0.240548773,0.968300284,-0.067311575,0.240548773,0.968300284,-0.067311575
0.25058425,0.968092757,0.00198711,0.25058425,0.968092757,0.00198711
0.306365036,0.948234552,-0.083616375,0.306365036,0.948234552,-0.083616375
0.370649395,0.923427401,-0.099503071,0.370649395,0.923427401,-0.099503071
0.306365036,0.948234552,-0.083616375,0.306365036,0.948234552,-0.083616375
0.316732093,0.948408888,-0.014190203,0.316732093,0.948408888,-0.014190203
0.316732093,0.948408888,-0.014190203,0.316732093,0.948408888,-0.014190203
0.306365036,0.948234552,-0.083616375,0.306365036,0.948234552,-0.083616375
0.25058425,0.968092757,0.00198711,0.25058425,0.968092757,0.00198711
0.21699453,0.954494691,-0.204580691,0.21699453,0.954494691,-0.204580691
0.22933387,0.963760175,-0.136280229,0.22933387,0.963760175,-0.136280229
0.281606199,0.933581006,-0.221640372,0.281606199,0.933581006,-0.221640372
0.344837129,0.908089896,-0.237613332,0.344837129,0.908089896,-0.237613332
0.281606199,0.933581006,-0.221640372,0.281606199,0.933581006,-0.221640372
0.294297719,0.943338997,-0.15329837,0.294297719,0.943338997,-0.15329837
0.240548773,0.968300284,-0.067311575,0.240548773,0.968300284,-0.067311575
0.294297719,0.943338997,-0.15329837,0.294297719,0.943338997,-0.15329837
0.22933387,0.963760175,-0.136280229,0.22933387,0.963760175,-0.136280229
0.22933387,0.963760175,-0.136280229,0.22933387,0.963760175,-0.136280229
0.294297719,0.943338997,-0.15329837,0.294297719,0.943338997,-0.15329837
0.281606199,0.933581006,-0.221640372,0.281606199,0.933581006,-0.221640372
0.465924959,0.843897172,-0.265991533,0.465924959,0.843897172,-0.265991533
0.406377295,0.878146346,-0.252421254,0.406377295,0.878146346,-0.252421254
0.420560186,0.888464185,-0.183740367,0.420560186,0.888464185,-0.183740367
0.370649395,0.923427401,-0.099503071,0.370649395,0.923427401,-0.099503071
0.420560186,0.888464185,-0.183740367,0.420560186,0.888464185,-0.183740367
0.358639905,0.918053893,-0.168980673,0.358639905,0.918053893,-0.168980673
0.344837129,0.908089896,-0.237613332,0.344837129,0.908089896,-0.237613332
0.358639905,0.918053893,-0.168980673,0.358639905,0.918053893,-0.168980673
0.406377295,0.878146346,-0.252421254,0.406377295,0.878146346,-0.252421254
0.406377295,0.878146346,-0.252421254,0.406377295,0.878146346,-0.252421254
0.358639905,0.918053893,-0.168980673,0.358639905,0.918053893,-0.168980673
0.420560186,0.888464185,-0.183740367,0.420560186,0.888464185,-0.183740367
0.370649395,0.923427401,-0.099503071,0.370649395,0.923427401,-0.099503071
0.358639905,0.918053893,-0.168980673,0.358639905,0.918053893,-0.168980673
0.306365036,0.948234552,-0.083616375,0.306365036,0.948234552,-0.083616375
0.240548773,0.968300284,-0.067311575,0.240548773,0.968300284,-0.067311575
0.306365036,0.948234552,-0.083616375,0.306365036,0.948234552,-0.083616375
0.294297719,0.943338997,-0.15329837,0.294297719,0.943338997,-0.15329837
0.344837129,0.908089896,-0.237613332,0.344837129,0.908089896,-0.237613332
0.294297719,0.943338997,-0.15329837,0.294297719,0.943338997,-0.15329837
0.358639905,0.918053893,-0.168980673,0.358639905,0.918053893,-0.168980673
0.358639905,0.918053893,-0.168980673,0.358639905,0.918053893,-0.168980673
0.294297719,0.943338997,-0.15329837,0.294297719,0.943338997,-0.15329837
0.306365036,0.948234552,-0.083616375,0.306365036,0.948234552,-0.083616375
0.816497,-0.471405,-0.333333,0.816497,-0.471405,-0.333333
0.832267536,-0.420838265,-0.360868264,0.832267536,-0.420838265,-0.360868264
0.832267391,-0.480510044,-0.276479813,0.832267391,-0.480510044,-0.276479813
0.845072051,-0.487902822,-0.218641407,0.845072051,-0.487902822,-0.218641407
0.832267391,-0.480510044,-0.276479813,0.832267391,-0.480510044,-0.276479813
0.849605936,-0.430635354,-0.304504425,0.849605936,-0.430635354,-0.304504425
0.845072337,-0.368771898,-0.387117596,0.845072337,-0.368771898,-0.387117596
0.849605936,-0.430635354,-0.304504425,0.849605936,-0.430635354,-0.304504425
0.832267536,-0.420838265,-0.360868264,0.832267536,-0.420838265,-0.360868264
0.832267536,-0.420838265,-0.360868264,0.832267536,-0.420838265,-0.360868264
0.849605936,-0.430635354,-0.304504425,0.849605936,-0.430635354,-0.304504425
0.832267391,-0.480510044,-0.276479813,0.832267391,-0.480510044,-0.276479813
0.861611232,-0.497451727,-0.100835832,0.861611232,-0.497451727,-0.100835832
0.854864966,-0.493556767,-0.160023774,0.854864966,-0.493556767,-0.160023774
0.875602719,-0.44478374,-0.188380738,0.875602719,-0.44478374,-0.188380738
0.880283232,-0.387386017,-0.273922444,0.880283232,-0.387386017,-0.273922444
0.875602719,-0.44478374,-0.188380738,0.875602719,-0.44478374,-0.188380738
0.864234607,-0.438434282,-0.246726416,0.864234607,-0.438434282,-0.246726416
0.845072051,-0.487902822,-0.218641407,0.845072051,-0.487902822,-0.218641407
0.864234607,-0.438434282,-0.246726416,0.864234607,-0.438434282,-0.246726416
0.854864966,-0.493556767,-0.160023774,0.854864966,-0.493556767,-0.160023774
0.854864966,-0.493556767,-0.160023774,0.854864966,-0.493556767,-0.160023774
0.864234607,-0.438434282,-0.246726416,0.864234607,-0.438434282,-0.246726416
0.875602719,-0.44478374,-0.188380738,0.875602719,-0.44478374,-0.188380738
0.861611788,-0.260886587,-0.435388695,0.861611788,-0.260886587,-0.435388695
0.875602999,-0.325868912,-0.356551315,0.875602999,-0.325868912,-0.356551315
0.854865389,-0.315391253,-0.411987286,0.854865389,-0.315391253,-0.411987286
0.845072337,-0.368771898,-0.387117596,0.845072337,-0.368771898,-0.387117596
0.854865389,-0.315391253,-0.411987286,0.854865389,-0.315391253,-0.411987286
0.864234748,-0.378761316,-0.331116543,0.864234748,-0.378761316,-0.331116543
0.880283232,-0.387386017,-0.273922444,0.880283232,-0.387386017,-0.273922444
0.864234748,-0.378761316,-0.331116543,0.864234748,-0.378761316,-0.331116543
0.875602999,-0.325868912,-0.356551315,0.875602999,-0.325868912,-0.356551315
0.875602999,-0.325868912,-0.356551315,0.875602999,-0.325868912,-0.356551315
0.864234748,-0.378761316,-0.331116543,0.864234748,-0.378761316,-0.331116543
0.854865389,-0.315391253,-0.411987286,0.854865389,-0.315391253,-0.411987286
0.845072337,-0.368771898,-0.387117596,0.845072337,-0.368771898,-0.387117596
0.864234748,-0.378761316,-0.331116543,0.864234748,-0.378761316,-0.331116543
0.849605936,-0.430635354,-0.304504425,0.849605936,-0.430635354,-0.304504425
0.845072051,-0.487902822,-0.218641407,0.845072051,-0.487902822,-0.218641407
0.849605936,-0.430635354,-0.304504425,0.849605936,-0.430635354,-0.304504425
0.864234607,-0.438434282,-0.246726416,0.864234607,-0.438434282,-0.246726416
0.880283232,-0.387386017,-0.273922444,0.880283232,-0.387386017,-0.273922444
0.864234607,-0.438434282,-0.246726416,0.864234607,-0.438434282,-0.246726416
0.864234748,-0.378761316,-0.331116543,0.864234748,-0.378761316,-0.331116543
0.864234748,-0.378761316,-0.331116543,0.864234748,-0.378761316,-0.331116543
0.864234607,-0.438434282,-0.246726416,0.864234607,-0.438434282,-0.246726416
0.849605936,-0.430635354,-0.304504425,0.849605936,-0.430635354,-0.304504425
0.857813331,-0.495259007,0.137385606,0.857813331,-0.495259007,0.137385606
0.863384466,-0.498475504,0.078034839,0.863384466,-0.498475504,0.078034839
0.891364795,-0.450316443,0.051806395,0.891364795,-0.450316443,0.051806395
0.915584262,-0.400659365,-0.034315193,0.915584262,-0.400659365,-0.034315193
0.891364795,-0.450316443,0.051806395,0.891364795,-0.450316443,0.051806395
0.892417673,-0.451139868,-0.007969674,0.892417673,-0.451139868,-0.007969674
0.865878587,-0.499915487,0.018405964,0.865878587,-0.499915487,0.018405964
0.892417673,-0.451139868,-0.007969674,0.892417673,-0.451139868,-0.007969674
0.863384466,-0.498475504,0.078034839,0.863384466,-0.498475504,0.078034839
0.863384466,-0.498475504,0.078034839,0.863384466,-0.498475504,0.078034839
0.892417673,-0.451139868,-0.007969674,0.892417673,-0.451139868,-0.007969674
0.891364795,-0.450316443,0.051806395,0.891364795,-0.450316443,0.051806395
0.93511331,-0.289325089,-0.204582725,0.93511331,-0.289325089,-0.204582725
0.930218169,-0.34680765,-0.120077525,0.930218169,-0.34680765,-0.120077525
0.921836885,-0.343477208,-0.179555462,0.921836885,-0.343477208,-0.179555462
0.905117327,-0.396346414,-0.153857546,0.905117327,-0.396346414,-0.153857546
0.921836885,-0.343477208,-0.179555462,0.921836885,-0.343477208,-0.179555462
